Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD,Spend_ILS,Spend_AUD,Spend_TWD,Spend_BRL,Spend_ARS,Spend_ZAR,Spend_CLP,Spend_MXN
AR08395185106758664193,SARAH G. NORMAN,,US,,4,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04185907356116189185,ELEICAO 2022 RAPHAELA MARIA DE OLIVEIRA MORAES VASQUES DEPUTADO FEDERAL,,BR,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0
AR17536331266041839617,DOUGHTY COMMITTEE,EIN ID 87-4531269,US,,10,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06655933221160615937,CDU-Kreisverband Neustadt,,DE,,2,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17375362763735433217,FRIENDS OF MIKE LEE INC,FEC ID C00473827,US,,179,318600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03405196719632154625,"WOMEN'S MARCH, INC",EIN ID 81-4571869,US,,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02449589173699477505,FUEGER 2020 FOR STATE ASSEMBLY,Registered in US-WI 0106228,US,,2,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16576842031746252801,DémoB,,BE,,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05196468287046680577,HUIZENGA FOR CONGRESS,FEC ID C00459297,US,,55,33600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10315867199897600001,ELEICAO 2022 CARLOS WAGNER BORGES DEPUTADO FEDERAL,,BR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0
AR02508980393785425921,FINANCE COMMITTEE FOR THOMAS OH,FEC ID C00669507,US,,5,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16763863874389671937,PENSLER FOR SENATE,FEC ID C00663278,US,,78,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14684484182772547585,ELEICAO 2022 CLAUDIO CESAR SILVA APOLINARIO DEPUTADO ESTADUAL,,BR,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0
AR01708583860599521281,Friends of Tony Bernard,EIN ID 92-3586446,US,,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13434713089786249217,DANIEL KEMPH FOR CONGRESS,FEC ID C00717660,US,,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06508176862890426369,TUX FOR MONTANA,EIN ID 84-4677381,US,,31,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05426224641968439297,ACCOUNTABLE US,EIN ID 83-4158350,US,,3,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13815673527845519361,Maria de Lourdes Monteiro Godoy,,BR,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0
AR17075397368699944961,Mr. Satyanarayan,,IN,,1,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02268078392572116993,Comunicación Entre Ríos,,AR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000,0,0,0
AR14043792160197705729,Xie Committee,Registered in US-MA 18057,US,,32,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05950717526940844033,JULIEFORHOUSE,EIN ID 88-2571416,US,,67,12200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09517231465864101889,Sozialdemokratische Partei Österreichs / SPÖ,,"AT, BE, DE",,10,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16185262922702782465,Maria Teresa Saenz Surita Guimarães,,BR,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0
AR06854954034197954561,ADAM FRANKEL CAMPAIGN ACCOUNT,EIN ID 85-4094814,US,,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06554704552845639681,ELEICAO 2022 FLAVIO SOUZA DE MATTOS DEPUTADO ESTADUAL,,BR,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,0
AR01344895152484777985,EQUALITY CALIFORNIA VOTES,FEC ID C00701797,US,,6,57700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09790464967269416961,Eric Richman,,AU,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0
AR04747134168658345985,NOAH ARBIT FOR MICHIGAN,EIN ID 87-2051625,US,,15,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02328836408690606081,JOSH STEIN FOR ATTORNEY GENERAL,EIN ID 47-5040088,US,,22,332600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00180842621655056385,MANO DEAYALA CAMPAIGN,EIN ID 88-1663521,US,,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05723789940559446017,AJWANG FOR CONGRESS,FEC ID C00785956,US,,3,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17108889798552059905,DEBORAH ROSS FOR CONGRESS,FEC ID C00729277,US,,8,67800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15882824313699565569,ELEICAO 2022 SONIA DA SILVA DEPUTADO FEDERAL,,BR,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0
AR07236897573091409921,pracharnama media pvt ltd,,IN,,1,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04241855953755963393,Steven Choi for Senate 2024,Registered in US-CA 1458388,US,,17,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08781396966971015169,FRIENDS OF DAN MCPHILLIPS PA,EIN ID 99-1983113,US,,6,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15903648462634221569,Stringham for Arizona,EIN ID 93-3758360,US,,10,25300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03068515607688249345,"O.C. ""OJ"" Oleka",Registered in US-KY ,US,,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11055182701064617985,ALLYSON FOR CONGRESS,FEC ID C00841072,US,,1,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12907907674162593793,Bündnis 90 / Die Grünen Frankfurt,,DE,,13,0,11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04696750147827138561,SERVE AMERICA PAC,FEC ID C00571174,US,,9,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06040321402412728321,GREGG KENNARD FOR GEORGIA INC,EIN ID 84-3137058,US,,2,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05717953045644443649,Ron Mark,,NZ,,6,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
AR13053378474176151553,ELEICAO 2022 JOSE HENRIQUE OLIVEIRA GOVERNADOR,,BR,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27500,0,0,0,0
AR02143344399038283777,WIN AT THE DOOR PAC,FEC ID C00684985,US,,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18007309030304776193,"Smithee, John T. (The Honorable)",Registered in US-TX 00020664,US,,34,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00179971980244549633,PA FAMILY PAC,Registered in US-PA 2010348,US,,3,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17829654476974194689,ΓΕΩΡΓΙΟΣ ΜΕΡΑΜΒΕΛΙΩΤΑΚΗΣ,,"AT, BE, BG, CY, CZ, DE, DK, ES, FI, FR, GR, IT, LT, LU, MT, NL, PT, RO, SE, SI, SK",,4,0,600,0,0,1500,500,0,0,0,1000,0,0,0,0,0,0,0,0,0,0
AR02145899011226206209,Samvad,,IN,,253,0,0,32291250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11439618454861119489,WISHARE MEDIA GROUP,EIN ID 82-3114730,US,,48,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02570048025506349057,ELEICAO 2022 FRANCISCO TADEU BARBOSA DE ALENCAR DEPUTADO FEDERAL,,BR,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0
AR15093158155007295489,REGAN4CONGRESS,EIN ID 87-4479826,US,,20,61500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18183851547882946561,Magdalena Wanda Drewes,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK",,19,0,2550,0,100,1500,500,20000,250,250,1000,0,0,0,0,0,0,0,0,0,0
AR05749490749980803073,MARY TODD FOR MONTANA,FEC ID C00792051,US,,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07540066532693377025,Friends of Andrea Campbell,Registered in US-MA 472322461,US,,3,12400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14728106104013717505,MONTANA SECURING REPRODUCTIVE RIGHTS,EIN ID 93-4612109,US,,42,1392800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04378351955748061185,DEPASQUALE FOR AG,EIN ID 92-1753515,US,,1,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14867483393406271489,Constantine for Supervisor 2022,Registered in US-CA 1437833,US,,7,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12023332719732719617,ROB FOR PA,EIN ID 93-3584613,US,,20,40900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06006842441578053633,DAN SANCHEZ FOR CONGRESS,EIN ID 88-1652885,US,,4,24100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12813655888162193409,"CHANEY, KATHERINE",,AU,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,89550,0,0,0,0,0,0
AR10976016695633641473,RSLC MISSISSIPPI PAC,EIN ID 20-0154827,US,,8,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16025273535500910593,FRIENDS OF DAVE BRAT INC.,FEC ID C00554949,US,,136,61000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07315955414066003969,COMMITTEE FOR YES ON S 2023,Registered in US-CA ,US,,5,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09273387034095910913,ECONOMIC SECURITY PROJECT ACTION INC.,EIN ID 83-2050594,US,,16,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11884612388537761793,FORTA DREPTEI,,"AT, BE, BG, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, NL, PL, PT, RO, SE, SK",,68,0,2550,0,100,1500,500,20000,250,12500,1000,0,0,0,0,0,0,0,0,0,0
AR07149366517556051969,"The Bradford Exchange, Ltd",EIN ID 36-6114434,US,,8,450100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18418448829163503617,Steve Weir for CT,EIN ID 84-4370390,US,,12,8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18114910931870810113,Addison for Mayor,Registered in US-VA CC2400072,US,,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03399713833101557761,Panja Ayyappa,,IN,,2,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15919186812497559553,TELEVISAO LAGES LTDA,,BR,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0
AR12305007292163555329,TONY AVELLA 2023,Registered in US-NY ,US,,11,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05889683842641428481,Sören Pellmann,,DE,,3,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11444083227984134145,ELEICAO 2022 TARCISIO MOTTA DE CARVALHO DEPUTADO FEDERAL,,BR,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47000,0,0,0,0
AR13808511858858000385,DANIEL WEBSTER FOR CONGRESS,EIN ID 27-2412560,US,,53,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10451641973801484289,Vikash Kumar,,IN,,296,0,0,379250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17744657933179813889,RUSS RYWELL CAMPAIGN,EIN ID 84-3525616,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10037249922627010561,Sabina Zafar For San Ramon Mayor 2020,EIN ID 85-0674381,US,,30,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02454353013985247233,ELEICAO 2022 GULLIEM CHARLES BEZERRA LEMOS DEPUTADO FEDERAL,,BR,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,0
AR05043652903978401793,COLIN VAN OSTERN FOR CONGRESS,FEC ID C00874636,US,,9,32200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10545530371208904705,Sustainable New Zealand Party,,NZ,,318,0,0,0,0,0,0,0,0,0,0,0,8200,0,0,0,0,0,0,0,0
AR11479369648495919105,JAKE HOFFMAN CAMPAIGN,EIN ID 87-2442982,US,,9,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02619098613610971137,GWENN BURUD FOR TEXAS SENATE,EIN ID 82-3451908,US,,3,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17521821217248509953,New Mexico Workers for Progress,Registered in US-NM ,US,,3,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03170312603255701505,OHIO DEMOCRATIC PARTY,Registered in US-OH ,US,,4,92000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13627523448833048577,CAMPAIGN ACCOUNT OF JEN MCDONALD FOR STATE REP DISTRICT 65,EIN ID 88-0853165,US,,8,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00561615524262313985,PARTIDO VERDE ECOLOGISTA DE MEXICO,,MX,,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17618000
AR18298752626109448193,STEVE CHABOT FOR CONGRESS,FEC ID H8OH01043,US,,5,19900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12681767527085244417,STATE GOVERNMENT LEADERSHIP FOUNDATION INC.,EIN ID 20-0505849,US,,52,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08436654115513171969,Kőrös Péter,,HU,,1,0,50,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01242772014280736769,ELEICAO 2022 FLAVIO GOMES COUTINHO DEPUTADO ESTADUAL,,BR,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0
AR11210147285767815169,ACLU California Action,EIN ID 85-1471040,US,,253,39100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04292405846224142337,"THE GUERRILLA POLITIC, LLC",EIN ID 82-2796679,US,,108,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11317844037391613953,Sami Virtanen,,FI,,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09764279393479294977,"CHANGE NOW, INC.",EIN ID 83-1307183,US,,2,45500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13024041098765402113,FRIENDS OF RENEE HOAGENSON,FEC ID C00636621,US,,7,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03958879095701372929,Raymond Liu,,US,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05787600922511147009,VICTOR GORDO FOR MAYOR 2020,EIN ID 84-3194835,US,,5,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17262772773051170817,THE TRUMP NETWORK,EIN ID 81-5454828,US,,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00776856951307894785,ΚΑΛΟΓΕΡΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ,,"CY, DE, DK, ES, GR, HU, IT, LU, NL, PL, SE",,3,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09131550583868620801,Anna Caballero for Senate 2022,Registered in US-CA 1414451,US,,6,39100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16349632764229713921,ZIMMERMAN FOR CONGRESS,FEC ID C00801324,US,,40,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11470470905755336705,Coalition to Grow San Francisco - Grow SF PAC Opposing Chan for Supervisor 2024,Registered in US-CA 1456620,US,,7,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11592059299601317889,Hummel for Justice,EIN ID 88-1199218,US,,2,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03332155097047105537, José Ribeiro Pantaleão Júnior,,BR,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0
AR08114800845582761985,BISH FOR CONGRESS,FEC ID H0CA06170,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01112569702745374721,Namastek SRLS,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,58,0,5850,0,100,1500,0,0,0,250,1000,0,0,0,0,0,0,0,0,0,0
AR12050648093259988993,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY,,"AT, BE, BG, CY, DE, DK, EE, ES, GR, IE, IT, LT, MT, NL, PL, PT, RO, SE, SI",,7,0,850,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0
AR12482176033153351681,PODER NC ACTION,FEC ID C90020090,US,,3,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04130772929656913921,NOELLE FOR GEORGIA LLC,EIN ID 99-1019862,US,,4,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02122934319310700545,AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE,FEC ID C00000422,US,,2,39400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11316937902371373057,ELEICAO 2022 MARCIO MIGUEL BITTAR GOVERNADOR,,BR,,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37500,0,0,0,0
AR12443921171764740097,AHLERS FOR SENATE,FEC ID C00720623,US,,24,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10872164901812436993,"QUIBI HOLDINGS, LLC",EIN ID 82-3795432,US,,131,130900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09658562106382876673,ELEICAO 2022 CARLOS ENRIQUE FRANCO AMASTHA SENADOR,,BR,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500,0,0,0,0
AR14685209310691065857,Jen Bass-Patino Committee to Elect,EIN ID 88-1790513,US,,11,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12923782096626909185,ECONOMIST NEWSPAPER N A INC,EIN ID 13-3545667,US,,15,44400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09899690606991507457,Daniel Gustavo Romero,,AR,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,0,0,0
AR12676776568928862209,Pavlos Marinakis,,GR,,34,0,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06737959606091251713,web-netz,,"AT, BE, CZ, DE, DK, ES, FI, FR, GR, IE, IT, NL, PT, SE",,8,0,900,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09685831712738639873,CITIZENS FOR REGNITZ,EIN ID 87-2975101,US,,9,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14546481678051704833,Lisa Cole for Nevada,EIN ID 93-3732257,US,,9,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03035901550187773953,FRIENDS OF TOBIAS READ,EIN ID 20-4265904,US,,9,49600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16960063615468044289,CDU-Landesverband Baden-Württemberg,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,123,0,31550,0,100,1500,500,20000,250,250,0,0,0,0,0,0,0,0,0,0,0
AR01011533517684736001,RSLC PAC,EIN ID 86-3856214,US,,10,86700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04994006621089693697,PROTECT MI VOTER ID,Registered in US-MI 521014,US,,2,22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11318050779937374209,ladonte Pearson,,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16852750748021161985,ROOSEVELT SOCIETY ACTION,FEC ID C00889246,US,,2,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15518940390731284481,Aric for MN,EIN ID 84-2534368,US,,2,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03769608786138890241,Eva Decroix,,"AT, BG, CZ, DE, PL, PT, SK",,1,0,850,0,0,22500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15006469359738552321,MARY GIULIANI STEPHENS,Registered in US-MN 18516,US,,3,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14512727066215972865,BP Corporation North America Inc.,EIN ID 36-1812780,US,,2,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15524383316886159361,VEGA FOR DA,EIN ID 85-4147003,US,,9,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04867017769725460481,DONNA BEAULIEU COMMITTE TO ELECT FOR JUDGE,EIN ID 87-4509701,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15317217734027116545,ROSKAM FOR CONGRESS COMMITTEE,FEC ID C00410969,US,,153,37100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17738859400912699393,Anthony Lupton,,AU,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10050,0,0,0,0,0,0
AR09223003013264703489,JASON FOR BEND,Registered in US-OR 18661,US,,10,27700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13693234867913883649,ELEICAO 2022 ANDRE CARVALHO DE MOURA DEPUTADO ESTADUAL,,BR,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44000,0,0,0,0
AR08390786854089129985,OWL-Digital GmbH & Co. KG,,DE,,1,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06844598387010961409,Edward Lucas,,US,,85,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10728049713736581121,GREG FOR MONTANA,FEC ID C00631945,US,,119,68300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05615548346564345857,Friends of Matt McLaughlin,Registered in US-NH 241471,US,,8,20600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10804610907401879553,Northern NJ United,Registered in US-NJ ,US,,79,13300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11007272890633551873,FRIENDS OF JAIME CASTLE,FEC ID H0OH02139,US,,1,27800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11047667401649815553,WASHINGTON COUNTY REPUBLICAN COMMITTEE,Registered in US-ME ,US,,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10917200898086141953,OLE NORTH STATE ASSOCIATES,EIN ID 85-1248312,US,,53,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05635406797872300033,American Freedom Tour LLC,EIN ID 87-2006933,US,,24,48500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04859098812104310785,BLACKPAC,FEC ID C00609388,US,,198,1100200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06868853647879438337,Modern Art Design,,"AT, BE, BG, CY, DE, DK, ES, FR, IE, IT, NL, PL, RO, SE",,3,0,1650,0,100,0,500,0,0,8000,1000,0,0,0,0,0,0,0,0,0,0
AR11300607405919830017,ELEICAO 2022 MARCELLA SOARES DIAS FERNANDES DEPUTADO FEDERAL,,BR,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0
AR17154444248917999617,NPO,,NL,,44,0,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08805012672849379329,JUDY FOR AZ,EIN ID 84-2322597,US,,19,45200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01926470076966371329,Spirit of the Light Virtual Church,EIN ID 93-1595035,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12500100134270402561,COMMITTEE TO RE-ELECT CRAIG BLAIR,EIN ID 99-2860589,US,,2,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10696154187084857345,BOB GLENN FOR CITY COMMISSION,EIN ID 84-4323818,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12738906947357507585,Dawn Grove for Arizona,EIN ID 87-2475839,US,,5,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03261486907749564417,SHEA BACKUS COMMITTEE TO ELECT,EIN ID 82-3716164,US,,8,27800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14352686826601316353,TONON FOR CONGRESS,FEC ID C00787598,US,,6,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
